set,study,series,image,height,width
train,f4ef01a6e0f1,97ba1375e279,1bb88226bd2b,2320,2832
train,a45b8266678e,f81caf594cac,f3b427b54ea4,2800,3408
train,402dfb591509,4d9d4ad20486,be696a8effaf,2539,3050
train,a3ca77fe7d3e,fdf7a4a9ca45,bbda11a8a365,2866,2840
train,1554e808cb6d,6ab5a5f6003f,1bdd9b4f0781,2400,2880
train,c36fc16ffb95,ecdd4751eaa8,6d91335ce972,3032,3032
train,2296c0ca15df,1a7f5e0f0065,f4821bf6a247,2219,2998
train,4323961acfb5,ae60fd047039,36fb08cd22db,3480,4248
train,7fa441d1dd32,21ebdea695a1,12df1d79626b,2381,2812
train,160c8b6c7e2c,73241a48fe32,bf9c56696294,3488,4256
train,9ba12eba8ede,50e2b1735847,d92557b57575,3480,4248
train,104a102e2fe1,bd4d54bda3a9,caa3f0f2c0a6,3480,4240
train,6a280e4917c1,e7d582e52577,451181a24ccd,2800,3408
train,4afe7a3ec6d9,03e8599519d4,04427f45efde,3480,4248
train,fcfeb11ce6e1,4cac57c08e22,a8f9b3071e77,4240,3480
train,c2d117c7b9fc,ef0b39096ce3,8d580fd76487,3480,4240
train,b58d8a8771c4,9bcb3610336d,422220ffba3a,2520,3032
train,426023c1b425,14eb94778764,5ddad421aa0b,2520,3032
train,426023c1b425,243dbd4ed93a,daae293a8b40,2520,3032
train,f6286092ca27,e3de8c40df57,b77e1333a2b3,2544,3056
train,54d87992ebd1,913cbdc25cd4,3f33c8d988eb,2874,2840
train,597671ef6252,ee56eeec565e,689de19fcc96,2801,2992
train,aca4d52c2f82,a6ccab5b6982,0fd7a3ffe6d6,3488,4256
train,09419c95273e,e72931849d46,99c94e6bfcb3,1760,2140
train,fbcb95b52844,be74a67f54bc,ad3c74405f70,3032,3032
train,881057f737e0,ee281fdfcb73,7960d64c392f,2517,2654
train,6e0870a1ca6f,6e06f1016b89,2a1fbe855dee,3480,4248
train,4a4163009281,41e29d121c90,90dad484899f,3488,4256
train,1bc9965d033b,9f0237747d51,78165504b671,3052,3020
train,3c8bc8c0486f,98a083e92ec6,9de240bb9752,2801,2802
train,498f325cf374,5047a8e493d2,51dc130ec62f,1798,2100
train,2e11f3486372,c768b2a049fe,ac92f478c77e,2516,3027
train,62e395a60a64,5df09a47aff8,2f425fbd336f,3488,4256
train,4a4e88562235,ce8ce225446c,4cf91b44af5b,3480,4248
train,ec43b49013d3,2419b210a373,b759b01b32fb,3488,4256
train,5011af7ced63,5a69bb57e106,5c1a57dd5e8a,2336,2836
train,8db3c6dd3bc8,3ea842a0de57,6d0230e7bc33,3480,4248
train,e740a2577d7c,585e4e248368,48c1b869aa77,2946,2905
train,354ac6bf2105,8782136424df,35e809b03440,2330,2830
train,9945a45c802e,6a47ef95e245,fe94f73e3072,4020,4891
train,1d6fda0514c6,52e30dc31ab6,755d8958d8eb,2427,2688
train,0c6c01fafe3e,333c5337bcd3,28c11c43c67e,2320,2832
train,383b6e0770bd,b7b626105593,361d47f4b4ea,3320,3408
train,b0e043232ff9,561300b708c1,d510e6e49ca7,3488,4248
train,b09b0258b2ae,e2784cfbece1,767e40503353,2304,2836
train,ea71dbbcf2ab,ff13507d6583,f0ab1da96100,3480,4248
train,c41c937123f7,10fb76a8fb49,e8cb1cb5c5dd,2336,2836
train,c41c937123f7,93eeda1fe4be,5d395fff6278,2336,2836
train,5713d12d8b1a,786dd80221ad,bfd9e6ba46ec,3480,4240
train,c1ba4d912111,5d1e7b4f209f,70e85faa319e,2320,2832
train,28dd13f6c7f6,a17efb686df3,abcae85ea595,2336,2836
train,ec2491ff28f2,c742a4007fda,1a5b81d8f067,3488,4256
train,6c006803be4a,87bd2ad5dcf7,8251f9806fb0,2309,2784
train,0496e1b97269,2822eefc5a35,d753258c7ae2,3480,4240
train,95940c3f283a,c3657927d7c7,8f758c225c0a,2336,2836
train,3f2ca41bae34,280e30eab869,1679d20fa0bc,3480,4248
train,a4a51116a876,3afdff8c58da,b3d5401e02d4,2540,2880
train,d8c69cd001b1,40bc3d400aa2,bc67926aa798,2336,2836
train,6d33149a9d27,f20bba767adb,60f2355651e2,1765,2397
train,3de521757e71,b4f210697936,44d2c6e9266c,3480,4240
train,1277de252e98,e24212737219,ea3e1b9dfe65,4020,4891
train,e4fd12eef363,881642e4bf4d,ae74dd24e78f,2336,2836
train,1595bbc15964,df99cb38302f,ff0743bee789,2010,2446
train,f83e25510eb9,1bc49e4d6554,8e1b341d6ec7,1760,2140
train,be1a7ddcc19d,9793fd4f4b34,3c520ff6d9b7,3480,4240
train,1e26273cf072,24d840480560,e424044b1d3d,2416,2872
train,9b82de27b7da,22fca324f733,bfd4c9f56059,3480,4240
train,7cb0d082d21b,e1bfbb26e435,3fdc2614d5d9,2544,3056
train,82d0600dbf57,4774a83b72b6,32704c6f65de,3488,4256
train,0b457ab68e89,1a30a11aadd2,c9eb5a6fcee5,3480,4240
train,78543ff029b2,402d0fd1f5f0,5fd8813cc3a5,3480,4248
train,b5ff93f0314b,b2882cce6f12,d19332cb71d5,2801,2802
train,95fcf5433b40,80f9704a7d99,f36fff73055c,2800,3408
train,ab6b9ca82d90,c4370b7e5842,db55457e9cd2,2800,3408
train,ab6b9ca82d90,be28c887a142,c72e26e9ecae,2800,3408
train,72844dad85ba,dea36e5df966,024875121068,3480,4240
train,91dcfcaf5ee0,f7e0cbcad976,9c3f08f1f71e,2544,3056
train,46b5875e3f4b,e8be00c34240,945b1ced5992,4020,4891
train,e7bc5f198df7,a19b1d4ee5a1,c4dfb1c766c1,2800,3117
train,d0ffd8ac78ea,1ee84c0f3a0e,66dabc6f972d,3480,4240
train,d0ffd8ac78ea,949826603728,d787c9bd4fa8,3480,4240
train,ae3c8cba22ec,d7688c20e3c1,f3d975c4ca97,3480,4248
train,cf62b87ad83f,0a1dea4b68ba,4c3e3c936a03,2648,2774
train,43c65f4830dc,13d5e251e1ff,d7dba10f4f14,2991,2992
train,94a3a166d2e6,fd9bb1d647f2,a2c5285c6fec,2539,2748
train,528aca245f9a,525fbdb19672,015169fc4212,2320,2828
train,66de6285b672,ab52895f3a1d,fa3e2fc1208e,4020,4891
train,ea1b70752c62,423147fa8dd2,c113eeda4af3,3480,4248
train,761d01ff68fb,dad0bfbeedaf,186681f1cb60,2801,2992
train,97ef8dddd102,f73875d540d2,3f2743e23640,3480,4248
train,0f47d2e5f328,3f17468d571f,479739d8c10d,1715,2056
train,70be99eea85c,9eae97850644,c6a53ade1af1,2520,3032
train,0adaae6adf1b,00efc263bc23,d479e8a775d6,2330,2846
train,a4b902e30c61,b8658c7a9e4a,c5572b9ac75f,3480,4248
train,93c6a74d9ef2,1a90989ea59c,3d0bac303fc8,2416,2872
train,93c6a74d9ef2,b61f61f548cd,d4174c9de2e3,2303,2502
train,01fc72cc1f1a,ab7c6ed297b4,d014ad56b323,2800,3408
train,d9a638d70bce,8147468c628f,2df3529c0288,3488,4256
train,cf2bccfe763c,630639b9f31f,5f1d8b846c3a,2974,2955
train,f9cc68d54cb4,bb772cd4a551,40cef701a0c7,1760,2140
train,b7b44d65e1e0,483f3d9536f8,c11aa688e0cd,2320,2832
train,b7b44d65e1e0,cb0a96669ccf,a27a126be5c1,2320,2832
train,a2dab8d548ca,73182c68dab6,0e35dea2c13f,2474,2359
train,7e285573bf0f,0cb7bcbb32e3,bc0043b0b2e4,2544,3056
train,15b667401963,3b628a8b8f0f,dbdf62e340eb,2320,2832
train,1bf775c57c75,9c1a6ccd430d,0583141e74d8,2544,3056
train,9cdd781b61ab,43617115c7ad,773b0f11784a,2536,3048
train,2f7080706a6d,eaee8ac392fa,7bbe8f7dc795,3052,3052
train,c76676090cdc,af8ddae3ee51,624cdf15ec99,2320,2832
train,c889f01b32c4,9704009699fc,ab54605f795a,2520,3032
train,d745f58d5aff,f33f28775f83,933f80e2c741,3488,4256
train,28449108106b,db6438a6027c,237c5cd21bbb,2336,2836
train,83f637917a44,6bc7b2f34e24,4118f9b2265d,2544,3056
train,453bed10c855,210669e13f75,9950c96ac73f,2336,2836
train,fb2654cffc9e,085cf957e8c2,a0e1cf897de9,2544,3056
train,983673fbc3e3,fce1c2a4c44d,d91c35698478,2398,2959
train,983673fbc3e3,c84b4cfc1179,36b995a9575c,2585,2726
train,cff920a92b58,9c2217fe3930,918ab38e1f0f,2516,2870
train,1942df72cbb4,dee03202b8c8,4927468dcace,3488,4256
train,49c79f89893c,a0345677704a,307f96b74288,2320,2832
train,fae99afb074d,662a44831420,2e25f3c0102a,2544,3056
train,c3d5876a73a1,14ce51e496d6,02bc68ef4265,2436,3032
train,9d398b995734,0cf5634fed79,b7c97ac36b5e,2436,3032
train,a7289f35fab3,7a582436776d,c4c6b908c973,2473,2434
train,1dc051f3e900,74fa0e1e6cae,15edbaf470f0,3480,4240
train,eab43c22f6e3,d5b5d13af2d2,f8591469df54,3480,4248
train,6f43b168f0c8,3f464643978b,d41ceaca90bc,2330,2846
train,6f43b168f0c8,2b39081ae7be,9d8ccbfb99b7,2330,2846
train,2370b2d4505b,ceb8c55ca33d,3e8932af3c6f,2336,2836
train,9d514ce429a7,22897cd1daa0,0012ff7358bc,2544,3056
train,97f7b3de1e6c,1b58f8a78d95,8c7e4e176b77,2539,3050
train,05f42286c7a2,809a4f459cd1,30a121f4b0ef,3320,3408
train,2be25a892bbb,5b867c739d00,25bb6f3d25af,3480,4248
train,c3da9334b162,430f357a41c7,59001a4641f9,2400,2880
train,73d30bf346b1,cd28bff6ccdf,3e916851115e,3052,3028
train,a8539cb5d071,592d87126045,080f3ecd201b,2320,2832
train,e368da456e3c,415032196220,ab2579314e0b,2320,2828
train,eb9dc561833d,5b250e7bba4c,0b49d75e3b51,2336,2836
train,ad98b8875f75,73c6878010e3,47643f20a15e,2320,2832
train,6fcd121e2158,c5c17e7893b5,4507b1846ced,3488,4256
train,909b093ebd7b,aaa406f11591,6dfaf2639dcb,2320,2832
train,89d2589d197c,4416a86be58e,56c506249be2,3032,3032
train,bcc7cc108014,42d7bfd03dd6,8a1656fc551a,2436,3032
train,f2b77c3c70c5,62e46ab46c5b,bdd3115879aa,2661,2814
train,f2b77c3c70c5,c35a08da2560,1c1069c57757,2661,2814
train,7e91e041c7d4,f145fd5fa922,d3885c0f58bb,2520,3032
train,7e91e041c7d4,9571c91ee566,3cde0ddf01c7,2520,3032
train,7e91e041c7d4,3ce531384323,cf0cdff4ef2e,3137,3521
train,7e91e041c7d4,efdf614ad02f,e7e072c73e1d,3137,3521
train,a97f1cd45b2b,324f35ae4f39,0e449f567083,2330,2759
train,1586ec1cb18e,2678b4ac0018,de95298084e1,2336,2836
train,bc1596dfd0ec,6a7e52b44eb6,6c08c0dbcf5e,2320,2832
train,07096154447a,5e20013c959e,ae02ee030e68,3480,4240
train,81d2c8305d95,ed982173e423,084b10f6151c,2320,2832
train,ba50bfcf4757,6e1875f4f160,d5c9a1bb5155,2540,2880
train,525f144cecf9,e41061cecaaa,1c4a70106271,2800,3408
train,b6790a84cee2,3fb45350a619,5f5ed3e7138a,2587,2389
train,1e973d9d46cd,aba656e0b1e9,77b875487f6c,2721,3408
train,c18032eb94ec,50cae69eeca6,76ac53629eda,3480,4240
train,620c3af8a678,55bcb1fc823a,e5ea0d324c34,2586,3296
train,86ad90147e40,2ef8c500fc30,daa6b0143835,2336,2836
train,1fc3de06c533,7fab8b3b6877,64038cfed1e5,3488,4256
train,2dc2ece5a7b6,9a248273eec6,ea2facb80e15,4020,4891
train,30c9e5013527,1f9b28aeacab,4584a4dd0ec8,3480,4248
train,ffc3fa3a1911,ce49baeddb32,d8e311373f9f,3480,4248
train,47af8c6239ff,3794b04a05ca,2066ee57261b,2336,2836
train,a1ae5f6f0d47,bd327cd68d62,d85dfac211f4,3488,4256
train,857b9908a0aa,012df2e5bb34,c9e5cb5ff695,2290,2690
train,77955e62e6c6,46fd18aa12a5,c5d4d2de662e,2539,3050
train,4b4d19205cf6,07096c1a8bdd,fef5d9dd40e4,2166,2989
train,d2cc49d90758,82b68866ec77,c04124bd92d8,2520,3032
train,10b30a720c5b,6bc7769f197e,d917ca083c6f,2767,2845
train,be16979f2071,f782d95162f0,ff4cd60f14b7,3480,4240
train,345f8129863d,bfc1ff3b2f0d,c748bd5f0801,2800,3408
train,c0229edbdbf3,df718db6517a,6de594d1d480,2336,2820
train,faaf89353e32,89e9cc59e908,b431787c9f2f,3052,3004
train,5b5889f8e4b7,bfce5785724a,1d8755ce5242,3480,4240
train,8c273b4a9fa6,673cd32032e0,57b6a7d68589,3052,3052
train,c74f9b3910a5,1ead0fba4ff9,bbdf09c114cf,2520,3032
train,8276779107e0,c548730fc440,2fd784cf972d,3480,4248
train,e52bdc15086a,0e6243fc4e83,9e879235655a,2336,2836
train,cad148eadb25,ce428edf001a,21905d725d81,2336,2836
train,4cd37e041b4c,cddbd3fedbe5,9d7faec50cfa,2296,2836
train,9e203aeed99f,3b3833d3ad8b,9fbff9021743,2436,3032
train,991e39f747a1,747e5655edb1,9b52e8dc03cb,2805,2826
train,eeecfd50b220,0fd96597c559,13131b0c3db4,2336,2836
train,7f4b1a1e987e,62daa513b1cb,42f14d058fc7,3480,4240
train,605a4e81d716,c4cb9a0984ec,521c52f514d0,2801,2798
train,80ec7581b718,39aa75c1eaf8,847189e5e281,2270,2290
train,a25113d5cb14,fd54b7427dab,2350bf9d5b09,2801,2798
train,6b08e639593c,e2c445200693,04ee02f3b685,3480,4248
train,c7be24e7b7c0,8f87dfd5795e,ac6a0e26e7be,2320,2832
train,5ebc6a206211,5176427b6783,df9f31db0683,2991,2992
train,c4b86ed06eba,d4f5302c0af1,d5eb2202e59c,2336,2836
train,5ea54f3cfdbb,0d9b6755453c,51bb4235d797,3480,4248
train,fbd455553776,a0356c6ed467,c5c3110fee67,3488,4256
train,1fee3d901d2e,37822c3b8c4d,ea74b77e1d4d,2436,3032
train,a1df5617626b,09ccaba809eb,7148e124d7dd,2536,3048
train,512fbe9d996a,34a81f8539ec,eedd7a853545,3480,4240
train,92e8920ef425,956bc8ab994e,c64ddad4795a,2336,2836
train,92e8920ef425,405ce67caa59,2a7a456d367e,2336,2836
train,37befe3703ab,13fb7f28098a,f6ef78fff495,2330,2846
train,490fe3924dac,dd40d630fda9,129a15123634,1760,2140
train,df6b45073c39,b60dbc06482b,3e119259f2f7,2544,3056
train,f88994c368d4,dda86ade5e75,3dd07c4082ce,2320,2832
train,9323ad96ee81,7f9c0d5ac7f1,f30c28a6a8a7,2336,2836
train,d5f194b6bff4,845bae934f14,ea3ab6f3dcad,2048,2500
train,40925ddc68c3,b74edd0e07b6,77a29bf5add2,2801,2992
train,17493bd373b8,6cc0c30914e9,460716e5a10f,3488,4256
train,27f8616263ed,00eab0514ef6,7e4a4ef3ff9f,2870,3316
train,27f8616263ed,17924a8e1eeb,8df39f4dcd7b,2870,3316
train,79a8a08dac37,3fad8118c98e,bc0f03c3a318,2400,2880
train,8805b17f963a,22f0dd70649c,d9a1e0ca662e,4020,4891
train,3a07d9311567,b6d41ed51332,215885f7fd71,3480,4240
train,2e1bfd23e131,7c49b9c5974c,137a87bd3167,3480,4248
train,dcaa76ec8d44,8c094f4559bd,146113cf4eec,2539,3050
train,c0b825a70867,e3f82fe8210b,73a3630753a5,3480,4248
train,ea44061da219,bd68195b6b27,a818e98c3f90,2544,3056
train,bb765720c618,b3ac0fe9068e,390dba6691ee,2320,2832
train,cc4e5235357b,beb0f82ee3e1,5ead87662cab,3480,4248
train,e868a5e0ef2d,583a418c1e84,cc97e12153ae,2400,2880
train,5f893a168417,ea1a13960006,efe43aeaa2ee,3480,4248
train,59e43e0b66a9,a074f8449c30,2d1ba4f1125a,2336,2836
train,3daae55407fc,431fad9f2dcd,ae781da41bff,2336,2836
train,76d3ada42326,ee4c3facdc52,10336427905f,2520,3032
train,d3cf46c2aa95,d557a75bc8d3,40684c5ec4d8,3480,4248
train,59e137176570,5c86a6a68c3a,9a54b94d509f,2560,3072
train,d32d755c49d7,9de222bc5ea3,5a7ea0fb7e82,2336,2836
train,c6621edbc480,596081145042,e642e9fbb17c,2436,3032
train,c4bf43fc8fe2,6c4bb254b318,0d71137b53d7,1620,1517
train,a820390aef69,70c417e9f48e,2d7ff73d5303,2539,3050
train,0f712cf8a226,d6fb2000ee94,2b3a2f4dc864,2801,2930
train,ecd0dea97eef,37707d872124,247411eb282a,2801,2802
train,659e18eb801e,7b3b2bc88888,6739839069f8,2336,2836
train,d4891fb41daf,8adf886443d1,a29648f7c9c0,1760,2140
train,af7f93704ff3,6358f1fa284e,22adcdb11ce8,2801,2798
train,bafb7e87a1b9,b57604afff70,f228350bd770,2520,3032
train,bafb7e87a1b9,8b7f03f22885,2b27a1493624,2520,3032
train,3920dc377214,510d84010632,d4a95c651918,2539,3050
train,336e2335b62c,8d6221aed085,bc43318a5541,2431,2834
train,4911fa4de0f5,27bb6cfc7654,3bcb88c7fb34,1760,2140
train,920a0f6c743f,5d0808006b11,2b77161dd937,4020,4891
train,9250de4a08c0,655a6f68eab3,ed9b7e88b259,2330,2846
train,63e24b10c016,c4560dcf351a,98721e6d2bde,3480,4240
train,ec459b9efc52,cdc4818d872f,c4b3482b0125,2544,3056
train,93e8a7d28f91,756cd83f1b1f,ce2f74669711,2801,2802
train,e6dee26bd12c,8b18623a6f74,407bc7059973,2428,2428
train,01805585ad69,9730e0a5287d,696a6fb47142,2330,2846
train,ef984f6fa70c,633869e32ddd,f983d62607b3,1140,1387
train,e44d1faedace,0510868a6ed3,8ffe76d2e1e7,2330,2846
train,22278d83c0ab,07bdc4ab12b5,564e4f8c9746,3480,4248
train,7521671b014e,b2fc75527e10,df2f7b270226,2336,2836
train,645e83638252,b070df6cb749,badd3bbd0552,3052,3020
train,dddc5467ff7a,612c4fbfef34,3d7a0888be7a,3032,3032
train,f632b46fa980,e18a94259148,99cb751aae3a,2436,3032
train,b7065c7e72dd,cf4faadca1bc,555db1c9e816,3480,4240
train,4ef4ede74536,012ffe23991b,866e0f62077e,3488,4256
train,77955e96a54c,b2d66eaa2a0d,97d4bf8756a6,2991,2992
train,8cef368b3a7d,78f6b9f9ef77,65f956401813,2400,2880
train,f779ee1077cb,cbf1894f4577,bd919cc34ac5,2256,2159
train,e3a9b892e7c1,aaf579ffb879,2b81c9da7d2b,2320,2920
train,14fa513dbf03,8ad6e13dc367,ba9f623ebe24,3480,4248
train,952f04d9cfcc,8a577101600c,a6b6e0c9dde0,2336,2836
train,0b1671929731,53cda22dd0e5,1ea01196514a,2544,3056
train,0b1671929731,5a31b5b2bc7c,961e67cadcdc,2544,3056
train,b389d4881747,973df23a2d2a,45aef07500cc,3480,4240
train,891dccc7f408,e97f65f5d435,d29fc13b0a11,3480,4240
train,bf529579241b,e6153faaea3d,18aa500d726c,3480,4248
train,92aae4899047,e4cb33bf4553,10bce6d90343,3052,3052
train,a1a4fa99ef5d,e5cb881b5ece,0ac7cf154967,3488,4256
train,fdebd250bb1b,003f90149bfa,d31e19c88336,2996,3012
train,0c6ef19c59cf,1db70c9b2310,891e69e94d41,2320,2832
train,25134b8c00cb,0f04b3b9ef29,666c29095860,2752,3119
train,1befbaaa2bdc,b3af00306ef0,fe48a35656bd,2298,2846
train,7f18403a5a09,e5f94b4d570b,3fd7fa7c1b83,3480,4240
train,dcc6632b56b4,b4d7edabee7d,f2633be66b0d,2320,2832
train,c76b8d3f1402,4bb731eacc36,f1fc5304fffd,3480,4240
train,7eb0a56757c0,5822dff427ed,88ecfea45ef4,2436,3032
train,9113eb5c46c2,c525db0c40e2,32385ecafe4c,2320,2828
train,c29970048923,fc3ba5dcfffe,7b3e9f13d4e7,2963,3388
train,c29970048923,b67d36eb6f80,76c66ee8e58d,2963,3388
train,f3c36d0f9736,c8c4a922a27b,34d695666ba0,2548,3060
train,00292f8c37bd,73120b4a13cb,f6293b1c49e2,2539,3050
train,76043e4a6ee3,9b4500bb6f08,5c4864ceb9b2,2336,2580
train,2b2e8f74947b,db9761b9cd98,86a50cee56e0,2991,3000
train,65c91ba5fd2a,f98ac8a9f5f0,9bea66a2b74e,1565,1696
train,5979bc664c1d,73bb96efbfc2,589bc7a8c4ba,2544,3056
train,84b117cebcc5,c10a1fcf576c,8f6792bb8de4,2539,3050
train,7c0f86e9da94,589d91ca8dec,afa1c9c9b4d9,3072,2560
train,843eebbcc0d2,a21ee2e7a5fa,c4ddcf2ca1ad,3488,4256
train,7bc704a7b154,197436ecbfb9,ab042099e993,1140,1387
train,b0e4f3d07735,04286909e4d3,3b1a6b2e295d,2336,2836
train,df4722bbd29a,572901d03f65,644c60497cf1,4240,3480
train,5e3842ff3457,13e0836a6d3d,382f83c41da1,2336,2836
train,3c7633f8a03d,f25f245ac0a0,82d0581b0d25,2304,2836
train,760a7a9bb2a1,7a310d5529ad,1498eec2b503,3480,4248
train,24fa5cba4f71,9e58a715313b,f65a89690c7f,2320,2832
train,c15c667317d8,92b3a79f36d9,1f1cd330f513,3480,4248
train,7bf83b446661,d7af5a8a7867,1701be774ecb,2540,2880
train,7bf83b446661,9e8a6ba9325e,6654e880e061,2540,2880
train,38f2e947567f,98d26e8396e9,acab14e0ed17,2336,2836
train,54d91a0ae31a,f43d1dce8786,587ac363ab4a,2667,2690
train,b1a9bd35559d,c6692dac5885,a91af8985500,3480,4248
train,420bb7be8ab2,ac4ab4857a69,03f542bf62bb,2010,2446
train,b9b8a810f2d0,e39593002140,e86e443c371b,2516,3027
train,98e5ea7a176d,6d0f035cee6e,9a344cc0f907,3488,4256
train,5e49ef10d04e,273a7f425871,2ae32e83cddc,2874,2840
train,b770e72feae8,b0e152747521,59dfe8cbbf60,3052,3012
train,6e2814381ad5,58fadce97209,4e0594bdf6db,3488,4256
train,b28ce384008f,c8fac41a70c4,2c61598e8b03,3480,4248
train,5970de40ff73,72d70c178b89,b37327cc615f,2520,3032
train,6441a00880e6,61b8084ba34e,f4b0f6b024de,2770,2784
train,9785b5d2ce37,b5d3872246c6,cbb72f62ba84,3480,4240
train,c378ed31249d,1f7920d40180,35e2412a3706,2516,3027
train,c378ed31249d,98e20d7cfb33,e01d23a04187,2516,3027
train,ed849e809c1c,2069c002dd84,8b35749b7bc6,2336,2836
train,63313ccf753e,462c3222e298,bf3cd81b532c,2584,3005
train,ef45370d19a4,5dfa8b6a35fb,826809ca9b77,3320,3408
train,8463b94b29dd,1a6277ce74ae,b156a40b0ace,2627,2808
train,4684064a1c67,dfe0dac91b66,4cc42e634f49,1140,1387
train,906b1c0633c1,afc9750c6452,40e1d57e03be,2544,3056
train,906b1c0633c1,b92d8d986b72,59bc532be971,2544,3056
train,e8ad62a8f5d4,90dbadd85171,176bbcbb90e1,2520,2414
train,74ba8f2badcb,51da3f27b9a8,cdd9e3aaf45a,1760,2140
train,74ba8f2badcb,b9e7a4279b83,0d4d6acc9ed3,1760,2140
train,74ba8f2badcb,c8755f476425,00e3a7e91a34,1760,2140
train,74ba8f2badcb,6452802696f6,93a881fb3292,1760,2140
train,b3deb3160a5f,8ed153767f43,e85164fe46ac,3480,4248
train,c8939c198758,979dc2327a73,5abee60d1a9b,2330,2806
train,f5f8f43fece0,6a7f2f27add3,6107ccde78c7,3488,4256
train,771a4add61c9,5b2c33e326e9,a61ef3082c98,2312,2262
train,de975d080334,3c25c4d209a6,c0d9174d42ac,3480,4248
train,99aa2bb52d7e,4ad6fa0363ed,815c1f50a9f9,2801,2802
train,0ceb9e178f19,03cde5490b18,a535619f97fc,2544,3056
train,b50ffb872dd3,8a4245b600bc,3f7e9b2c2135,2320,2832
train,e17a546bc355,5a9348f0ce82,ebb27e2e6d18,2539,3050
train,b92eb37d3456,20e9da2b1667,6dff1a912e05,3488,4256
train,d1df45f6463e,4dfbd99d5ec5,301eaf1a1afe,2536,3048
train,4a5e943d578b,4d54ae6842b9,608a6601635e,2539,3050
train,a3f959cfb652,f52f60c2705a,45f585026317,2536,3048
train,af93e125375c,5d04717c4bfc,58934d9055e8,2991,2990
train,386026264f01,98de6393cfe8,110dde407e0a,2800,3165
train,386026264f01,cb3b7659a091,75f207c4945d,2800,3165
train,8cf5886a6526,474e1e5e526b,c3da1af48805,3052,3052
train,bcdfafac68b7,60fce13a44e6,7bdc24bf4984,2991,2992
train,535f8c7a5191,c79685a417b3,926c8e7cd1cd,2800,2914
train,199e19904512,2d6f63b92f03,527244adaa0d,4020,4891
train,b0c72167073c,d6a3d4a22df5,64edcb7171b6,2991,2992
train,badb8a6379ac,63ed53954f7d,5059c6c85ed9,2405,2743
train,bae502afd0c2,44043c703431,6f9a5f616c30,2520,3032
train,3de21b98d4b0,79b905fc1162,0da9fb01f04a,2544,3056
train,a4be1f6bd25c,75be21cc3370,41646d9a3e01,2336,2836
train,3a731f3cef11,2a459af80ad9,81d61a02b089,2336,2836
train,ccf4402a880e,f93c1ab6f1d1,b66ed059a224,3000,2950
train,c544a46adac8,c75cd111d8f5,d3a3199e03d9,2544,3056
train,5f68d62a53b2,f9bcd7d78625,543c28bec251,1760,2140
train,d3751dde942a,291a88dec07f,f8c0356edb65,3480,4240
train,6afb4796f4d2,1445ec3f5492,05d9bb69dbb2,2436,3032
train,cd3f1572832b,555e05d31258,2152246f31f1,2540,2880
train,d5c20d6a24bc,07b7f0a459d4,c7d100353f74,2704,3408
train,5772159e2645,b06c10bf03a1,5fe5d4052587,3480,4240
train,27c586844ff7,e752fdd669b0,c331d370cee4,3480,4248
train,824374b82868,2430ddfc4228,9492b63c1e3f,3032,3032
train,e63e246debfd,d8f4c54b4881,fa670ade72cf,2320,2832
train,711e04fc0ec1,4e642868c103,850ee2c7a28e,3488,4256
train,06ee997f0ba0,f0370e988c8e,32d66d7bbb5a,2330,2846
train,fc01bbfefaee,087d5dd5dec2,ce4453a6c7dc,2336,2836
train,fd0cd3ed85bd,fdf47368e9f0,050021ae3649,2320,2832
train,346c65dba4d5,9893605205ae,16dcc1ba1934,2320,2832
train,ba8f9647f1ca,8a710a6960fa,8671f7920c4f,3488,4256
train,109cf108fd45,0adfb79d7383,20b3251b0657,2520,3032
train,d18ee0cc36c9,e7f85629a4dc,4bcf536c08c9,2336,2836
train,a2040274d57b,7a7e2aa6052b,b415ed817ce4,3488,4256
train,0a9169b86b81,8936c6312d70,c6037359e2ce,3480,4240
train,b7a8295b6531,53fbeee5c3d1,caa6cd6c458b,2800,3408
train,912f0bf73b2c,330ed33b68a8,6abd41e48004,3480,4240
train,3d6a6a938f4d,11a2e408aa08,3ea3a128a4be,2336,2836
train,c7781bc9cbc7,300ec0ad2029,30e48b48c7a2,2320,2832
train,b260d2903dec,f6e8d14a12c9,9e63315ed764,2517,3050
train,f3968991ea72,110190180577,a1a1617c0671,2336,2836
train,a880ba760a7f,82faaa874981,0a990c89256a,2520,3032
train,a880ba760a7f,7a5cd281c316,54155a058e38,2520,3032
train,cbcc9c2bfaa3,be5a7a2acf8d,abe7166bb280,2801,2798
train,7b00f77a1879,5b55c4953829,90812c4dd213,3488,4256
train,f08ec6272e48,ae036449e8af,79838f0f0850,2801,2802
train,fecddac318f7,d0a35797dfbf,7629bf276b94,2947,2999
train,852848545a6c,1ec7f14fca89,746109e7ea0d,2320,2832
train,f5c94b5db0cd,6693a7f5208a,dee4386e2a5b,2538,2835
train,f5c94b5db0cd,f1ae407e66dd,dfd9078a4c6d,2812,2400
train,1e250701d101,893a8dd73235,acae41f6c042,2336,2299
train,b15381a960f3,a997b8f98188,1247a878d605,2801,2992
train,da0d817b69fe,5207ef9a0a35,fec9646c8c88,2436,3032
train,bb3f9f4b0519,43a434133d8d,227871aa5e4e,2462,2954
train,d7c0a0524f8f,dd1871f4b5a0,7231961852ab,3032,3032
train,8eb7415fd75d,18444cbb2276,115dafa39d2a,3032,3032
train,341a8f794069,8f1da499406d,06cda92a097d,3488,4256
